07:44- 24404010309 还需：27min
07:45- 24404010309 还需：26min
07:46- 24404010309 还需：25min
07:47- 24404010309 还需：24min
07:48- 24404010309 还需：23min
07:49- 24404010309 还需：22min
07:50- 24404010309 还需：21min
07:51- 24404010309 还需：20min
07:52- 24404010309 还需：19min
07:53- 24404010309 还需：18min
07:54- 24404010309 还需：17min
07:55- 24404010309 还需：16min
07:56- 24404010309 还需：15min
07:57- 24404010309 还需：14min
07:58- 24404010309 还需：13min
07:59- 24404010309 还需：12min
08:00- 24404010309 还需：11min
08:01- 24404010309 还需：10min
08:02- 24404010309 还需：09min
08:03- 24404010309 还需：08min
08:04- 24404010309 还需：07min
08:05- 24404010309 还需：06min
08:06- 24404010309 还需：05min
08:07- 24404010309 还需：04min
08:08- 24404010309 还需：03min
08:09- 24404010309 还需：02min
08:10- 24404010309 还需：01min
08:11- 24404010309 还需：00min
08:12- 24404010309 结束结果：操作成功
2025-11-29 09:48:03 - redrun - DEBUG - 报名请求已发送
2025-11-29 17:58:21 - redrun - INFO - 24413040247 还需：17min
2025-11-29 17:58:21 - redrun - INFO - 24408010205 还需：19min
2025-11-29 17:58:21 - redrun - INFO - 24408010103 还需：17min
2025-11-29 17:59:21 - redrun - INFO - 24413040252 还需：17min
2025-11-29 17:59:21 - redrun - INFO - 24408010321 还需：17min
2025-11-29 17:59:21 - redrun - INFO - 24413040247 还需：16min
2025-11-29 17:59:21 - redrun - INFO - 24408010205 还需：18min
2025-11-29 17:59:21 - redrun - INFO - 24408010103 还需：16min
2025-11-29 18:00:21 - redrun - INFO - 24408010321 还需：16min
2025-11-29 18:00:21 - redrun - INFO - 24413040247 还需：15min
2025-11-29 18:00:21 - redrun - INFO - 24413040252 还需：16min
2025-11-29 18:00:21 - redrun - INFO - 24408010205 还需：17min
2025-11-29 18:00:21 - redrun - INFO - 24408010103 还需：15min
2025-11-29 18:01:21 - redrun - INFO - 24413040252 还需：15min
2025-11-29 18:01:21 - redrun - INFO - 24413040247 还需：14min
2025-11-29 18:01:21 - redrun - INFO - 24408010321 还需：15min
2025-11-29 18:01:22 - redrun - INFO - 24408010205 还需：16min
2025-11-29 18:01:22 - redrun - INFO - 24408010103 还需：14min
2025-11-29 18:02:21 - redrun - INFO - 24413040247 还需：13min
2025-11-29 18:02:21 - redrun - INFO - 24408010321 还需：14min
2025-11-29 18:02:21 - redrun - INFO - 24413040252 还需：14min
2025-11-29 18:02:22 - redrun - INFO - 24408010205 还需：15min
2025-11-29 18:02:22 - redrun - INFO - 24408010103 还需：13min
2025-11-29 18:03:21 - redrun - INFO - 24408010321 还需：13min
2025-11-29 18:03:21 - redrun - INFO - 24413040252 还需：13min
2025-11-29 18:03:21 - redrun - INFO - 24413040247 还需：12min
2025-11-29 18:03:22 - redrun - INFO - 24408010205 还需：14min
2025-11-29 18:03:22 - redrun - INFO - 24408010103 还需：12min
2025-11-29 18:04:21 - redrun - INFO - 24413040252 还需：12min
2025-11-29 18:04:21 - redrun - INFO - 24408010321 还需：12min
2025-11-29 18:04:21 - redrun - INFO - 24413040247 还需：11min
2025-11-29 18:04:22 - redrun - INFO - 24408010205 还需：13min
2025-11-29 18:04:22 - redrun - INFO - 24408010103 还需：11min
2025-11-29 18:05:21 - redrun - INFO - 24408010321 还需：11min
2025-11-29 18:05:21 - redrun - INFO - 24413040252 还需：11min
2025-11-29 18:05:21 - redrun - INFO - 24413040247 还需：10min
2025-11-29 18:05:22 - redrun - INFO - 24408010205 还需：12min
2025-11-29 18:05:22 - redrun - INFO - 24408010103 还需：10min
2025-11-29 18:06:21 - redrun - INFO - 24413040252 还需：10min
2025-11-29 18:06:21 - redrun - INFO - 24413040247 还需：09min
2025-11-29 18:06:21 - redrun - INFO - 24408010321 还需：10min
2025-11-29 18:06:22 - redrun - INFO - 24408010205 还需：11min
2025-11-29 18:06:22 - redrun - INFO - 24408010103 还需：09min
2025-11-29 18:07:21 - redrun - INFO - 24413040247 还需：08min
2025-11-29 18:07:21 - redrun - INFO - 24413040252 还需：09min
2025-11-29 18:07:21 - redrun - INFO - 24408010321 还需：09min
2025-11-29 18:07:22 - redrun - INFO - 24408010205 还需：10min
2025-11-29 18:07:22 - redrun - INFO - 24408010103 还需：08min
2025-11-29 18:08:21 - redrun - INFO - 24408010321 还需：08min
2025-11-29 18:08:21 - redrun - INFO - 24413040247 还需：07min
2025-11-29 18:08:21 - redrun - INFO - 24413040252 还需：08min
2025-11-29 18:08:22 - redrun - INFO - 24408010205 还需：09min
2025-11-29 18:08:22 - redrun - INFO - 24408010103 还需：07min
2025-11-29 18:09:21 - redrun - INFO - 24413040247 还需：06min
2025-11-29 18:09:21 - redrun - INFO - 24413040252 还需：07min
2025-11-29 18:09:21 - redrun - INFO - 24408010321 还需：07min
2025-11-29 18:09:22 - redrun - INFO - 24408010205 还需：08min
2025-11-29 18:10:20 - redrun - INFO - 24413040252 还需：06min
2025-11-29 18:10:20 - redrun - INFO - 24413040247 还需：05min
2025-11-29 18:10:20 - redrun - INFO - 24408010321 还需：06min
2025-11-29 18:10:21 - redrun - INFO - 24408010103 还需：05min
2025-11-29 18:10:21 - redrun - INFO - 24408010205 还需：07min
2025-11-29 18:11:20 - redrun - INFO - 24413040252 还需：05min
2025-11-29 18:11:20 - redrun - INFO - 24413040247 还需：04min
2025-11-29 18:11:20 - redrun - INFO - 24408010321 还需：05min
2025-11-29 18:11:21 - redrun - INFO - 24408010103 还需：04min
2025-11-29 18:11:21 - redrun - INFO - 24408010205 还需：06min
2025-11-29 18:12:20 - redrun - INFO - 24413040252 还需：04min
2025-11-29 18:12:20 - redrun - INFO - 24408010321 还需：04min
2025-11-29 18:12:20 - redrun - INFO - 24413040247 还需：03min
2025-11-29 18:12:21 - redrun - INFO - 24408010103 还需：03min
2025-11-29 18:12:21 - redrun - INFO - 24408010205 还需：05min
2025-11-29 18:13:20 - redrun - INFO - 24413040252 还需：03min
2025-11-29 18:13:20 - redrun - INFO - 24408010321 还需：03min
2025-11-29 18:13:20 - redrun - INFO - 24413040247 还需：02min
2025-11-29 18:13:21 - redrun - INFO - 24408010103 还需：02min
2025-11-29 18:13:21 - redrun - INFO - 24408010205 还需：04min
2025-11-29 18:14:20 - redrun - INFO - 24413040252 还需：02min
2025-11-29 18:14:20 - redrun - INFO - 24408010321 还需：02min
2025-11-29 18:14:20 - redrun - INFO - 24413040247 还需：01min
2025-11-29 18:14:21 - redrun - INFO - 24408010103 还需：01min
2025-11-29 18:14:21 - redrun - INFO - 24408010205 还需：03min
2025-11-29 18:15:20 - redrun - INFO - 24413040252 还需：01min
2025-11-29 18:15:20 - redrun - INFO - 24413040247 还需：00min
2025-11-29 18:15:20 - redrun - INFO - 24408010321 还需：01min
2025-11-29 18:15:21 - redrun - INFO - 24408010103 还需：00min
2025-11-29 18:15:21 - redrun - INFO - 24408010205 还需：02min
2025-11-29 18:15:34 - redrun - INFO - 24413040247 结束结果：操作成功
2025-11-29 18:15:35 - redrun - INFO - 24413040247 已记录完成信息
2025-11-29 18:15:46 - redrun - INFO - 24408010103 结束结果：操作成功
2025-11-29 18:15:47 - redrun - INFO - 24408010103 已记录完成信息
2025-11-29 18:16:20 - redrun - INFO - 24413040252 还需：00min
2025-11-29 18:16:20 - redrun - INFO - 24408010321 还需：00min
2025-11-29 18:16:21 - redrun - INFO - 24408010205 还需：01min
2025-11-29 18:16:50 - redrun - INFO - 24408010321 结束结果：操作成功
2025-11-29 18:16:51 - redrun - INFO - 24408010321 已记录完成信息
2025-11-29 18:17:14 - redrun - INFO - 24413040252 结束结果：操作成功
2025-11-29 18:17:15 - redrun - INFO - 24413040252 已记录完成信息
2025-11-29 18:17:21 - redrun - INFO - 24408010205 还需：00min
2025-11-29 18:17:22 - redrun - INFO - 24408010205 结束结果：操作成功
2025-11-29 18:17:23 - redrun - INFO - 24408010205 已记录完成信息
2025-11-29 18:17:23 - redrun - INFO - 批次处理完成
2025-11-29 18:17:23 - redrun - INFO - 开始处理批次，账号数：5
2025-11-29 18:17:24 - redrun - DEBUG - 报名请求已发送
2025-11-29 18:17:24 - redrun - DEBUG - 报名请求已发送
2025-11-29 18:17:24 - redrun - DEBUG - 报名请求已发送
2025-11-29 18:17:24 - redrun - DEBUG - 报名请求已发送
2025-11-29 18:17:24 - redrun - DEBUG - 报名请求已发送
2025-11-29 18:17:24 - redrun - INFO - 24404010212 还需：27min
2025-11-29 18:17:24 - redrun - INFO - 24404010232 还需：27min
2025-11-29 18:17:24 - redrun - INFO - 24413040255 还需：26min
2025-11-29 18:17:24 - redrun - INFO - 24413040250 还需：26min
2025-11-29 18:17:24 - redrun - INFO - 24413040253 还需：25min
2025-11-29 18:18:24 - redrun - INFO - 24404010232 还需：26min
2025-11-29 18:18:24 - redrun - INFO - 24404010212 还需：26min
2025-11-29 18:18:24 - redrun - INFO - 24413040255 还需：25min
2025-11-29 18:18:24 - redrun - INFO - 24413040250 还需：25min
2025-11-29 18:18:24 - redrun - INFO - 24413040253 还需：24min
2025-11-29 18:19:24 - redrun - INFO - 24404010212 还需：25min
2025-11-29 18:19:24 - redrun - INFO - 24404010232 还需：25min
2025-11-29 18:19:24 - redrun - INFO - 24413040255 还需：24min
2025-11-29 18:19:24 - redrun - INFO - 24413040250 还需：24min
2025-11-29 18:19:24 - redrun - INFO - 24413040253 还需：23min
2025-11-29 18:20:24 - redrun - INFO - 24404010232 还需：24min
2025-11-29 18:20:24 - redrun - INFO - 24404010212 还需：24min
2025-11-29 18:20:24 - redrun - INFO - 24413040255 还需：23min
2025-11-29 18:20:24 - redrun - INFO - 24413040253 还需：22min
2025-11-29 18:20:24 - redrun - INFO - 24413040250 还需：23min
2025-11-29 18:21:24 - redrun - INFO - 24404010212 还需：23min
2025-11-29 18:21:24 - redrun - INFO - 24404010232 还需：23min
2025-11-29 18:21:24 - redrun - INFO - 24413040255 还需：22min
2025-11-29 18:21:24 - redrun - INFO - 24413040253 还需：21min
2025-11-29 18:21:24 - redrun - INFO - 24413040250 还需：22min
2025-11-29 18:22:24 - redrun - INFO - 24404010232 还需：22min
2025-11-29 18:22:24 - redrun - INFO - 24404010212 还需：22min
2025-11-29 18:22:24 - redrun - INFO - 24413040253 还需：20min
2025-11-29 18:22:24 - redrun - INFO - 24413040255 还需：21min
2025-11-29 18:22:24 - redrun - INFO - 24413040250 还需：21min
2025-11-29 18:23:24 - redrun - INFO - 24404010232 还需：21min
2025-11-29 18:23:24 - redrun - INFO - 24404010212 还需：21min
2025-11-29 18:23:24 - redrun - INFO - 24413040253 还需：19min
2025-11-29 18:23:24 - redrun - INFO - 24413040255 还需：20min
2025-11-29 18:23:24 - redrun - INFO - 24413040250 还需：20min
2025-11-29 18:24:24 - redrun - INFO - 24404010232 还需：20min
2025-11-29 18:24:24 - redrun - INFO - 24404010212 还需：20min
2025-11-29 18:24:24 - redrun - INFO - 24413040253 还需：18min
2025-11-29 18:24:24 - redrun - INFO - 24413040255 还需：19min
2025-11-29 18:24:24 - redrun - INFO - 24413040250 还需：19min
2025-11-29 18:25:24 - redrun - INFO - 24404010212 还需：19min
2025-11-29 18:25:24 - redrun - INFO - 24404010232 还需：19min
2025-11-29 18:25:24 - redrun - INFO - 24413040253 还需：17min
2025-11-29 18:25:24 - redrun - INFO - 24413040255 还需：18min
2025-11-29 18:25:24 - redrun - INFO - 24413040250 还需：18min
2025-11-29 18:26:24 - redrun - INFO - 24404010232 还需：18min
2025-11-29 18:26:24 - redrun - INFO - 24404010212 还需：18min
2025-11-29 18:26:24 - redrun - INFO - 24413040253 还需：16min
2025-11-29 18:26:24 - redrun - INFO - 24413040255 还需：17min
2025-11-29 18:26:24 - redrun - INFO - 24413040250 还需：17min
2025-11-29 18:27:24 - redrun - INFO - 24413040255 还需：16min
2025-11-29 18:27:24 - redrun - INFO - 24413040253 还需：15min
2025-11-29 18:27:24 - redrun - INFO - 24404010212 还需：17min
2025-11-29 18:27:24 - redrun - INFO - 24404010232 还需：17min
2025-11-29 18:27:24 - redrun - INFO - 24413040250 还需：16min
2025-11-29 18:28:24 - redrun - INFO - 24413040255 还需：15min
2025-11-29 18:28:24 - redrun - INFO - 24413040253 还需：14min
2025-11-29 18:28:24 - redrun - INFO - 24404010212 还需：16min
2025-11-29 18:28:24 - redrun - INFO - 24404010232 还需：16min
2025-11-29 18:28:24 - redrun - INFO - 24413040250 还需：15min
2025-11-29 18:29:24 - redrun - INFO - 24413040255 还需：14min
2025-11-29 18:29:24 - redrun - INFO - 24413040253 还需：13min
2025-11-29 18:29:24 - redrun - INFO - 24404010232 还需：15min
2025-11-29 18:29:24 - redrun - INFO - 24404010212 还需：15min
2025-11-29 18:29:24 - redrun - INFO - 24413040250 还需：14min
2025-11-29 18:30:24 - redrun - INFO - 24413040253 还需：12min
2025-11-29 18:30:24 - redrun - INFO - 24404010232 还需：14min
2025-11-29 18:30:24 - redrun - INFO - 24413040255 还需：13min
2025-11-29 18:30:24 - redrun - INFO - 24404010212 还需：14min
2025-11-29 18:30:25 - redrun - INFO - 24413040250 还需：13min
2025-11-29 18:31:25 - redrun - INFO - 24404010212 还需：13min
2025-11-29 18:31:25 - redrun - INFO - 24404010232 还需：13min
2025-11-29 18:31:25 - redrun - INFO - 24413040255 还需：12min
2025-11-29 18:31:25 - redrun - INFO - 24413040250 还需：12min
2025-11-29 18:31:25 - redrun - INFO - 24413040253 还需：11min
2025-11-29 18:32:25 - redrun - INFO - 24404010232 还需：12min
2025-11-29 18:32:25 - redrun - INFO - 24404010212 还需：12min
2025-11-29 18:32:25 - redrun - INFO - 24413040250 还需：11min
2025-11-29 18:32:25 - redrun - INFO - 24413040255 还需：11min
2025-11-29 18:32:25 - redrun - INFO - 24413040253 还需：10min
2025-11-29 18:33:25 - redrun - INFO - 24404010212 还需：11min
2025-11-29 18:33:25 - redrun - INFO - 24404010232 还需：11min
2025-11-29 18:33:25 - redrun - INFO - 24413040250 还需：10min
2025-11-29 18:33:25 - redrun - INFO - 24413040255 还需：10min
2025-11-29 18:33:25 - redrun - INFO - 24413040253 还需：09min
2025-11-29 18:34:25 - redrun - INFO - 24413040253 还需：08min
2025-11-29 18:34:25 - redrun - INFO - 24413040255 还需：09min
2025-11-29 18:34:25 - redrun - INFO - 24404010212 还需：10min
2025-11-29 18:34:25 - redrun - INFO - 24404010232 还需：10min
2025-11-29 18:34:25 - redrun - INFO - 24413040250 还需：09min
2025-11-29 18:35:25 - redrun - INFO - 24413040250 还需：08min
2025-11-29 18:35:25 - redrun - INFO - 24404010232 还需：09min
2025-11-29 18:35:25 - redrun - INFO - 24404010212 还需：09min
2025-11-29 18:35:25 - redrun - INFO - 24413040255 还需：08min
2025-11-29 18:35:25 - redrun - INFO - 24413040253 还需：07min
2025-11-29 18:36:25 - redrun - INFO - 24413040250 还需：07min
2025-11-29 18:36:25 - redrun - INFO - 24413040255 还需：07min
2025-11-29 18:36:25 - redrun - INFO - 24404010212 还需：08min
2025-11-29 18:36:25 - redrun - INFO - 24404010232 还需：08min
2025-11-29 18:36:25 - redrun - INFO - 24413040253 还需：06min
2025-11-29 18:37:24 - redrun - INFO - 24404010212 还需：07min
2025-11-29 18:37:24 - redrun - INFO - 24404010232 还需：07min
2025-11-29 18:37:25 - redrun - INFO - 24413040255 还需：06min
2025-11-29 18:37:25 - redrun - INFO - 24413040250 还需：06min
2025-11-29 18:37:25 - redrun - INFO - 24413040253 还需：05min
2025-11-29 18:38:24 - redrun - INFO - 24413040253 还需：04min
2025-11-29 18:38:24 - redrun - INFO - 24413040255 还需：05min
2025-11-29 18:38:24 - redrun - INFO - 24404010232 还需：06min
2025-11-29 18:38:24 - redrun - INFO - 24413040250 还需：05min
2025-11-29 18:38:24 - redrun - INFO - 24404010212 还需：06min
2025-11-29 18:39:24 - redrun - INFO - 24413040253 还需：03min
2025-11-29 18:39:24 - redrun - INFO - 24413040255 还需：04min
2025-11-29 18:39:24 - redrun - INFO - 24404010232 还需：05min
2025-11-29 18:39:24 - redrun - INFO - 24413040250 还需：04min
2025-11-29 18:39:24 - redrun - INFO - 24404010212 还需：05min
2025-11-29 18:40:24 - redrun - INFO - 24413040255 还需：03min
2025-11-29 18:40:24 - redrun - INFO - 24413040250 还需：03min
2025-11-29 18:40:24 - redrun - INFO - 24404010232 还需：04min
2025-11-29 18:40:24 - redrun - INFO - 24413040253 还需：02min
2025-11-29 18:40:24 - redrun - INFO - 24404010212 还需：04min
2025-11-29 18:41:24 - redrun - INFO - 24404010232 还需：03min
2025-11-29 18:41:24 - redrun - INFO - 24413040253 还需：01min
2025-11-29 18:41:24 - redrun - INFO - 24413040255 还需：02min
2025-11-29 18:41:24 - redrun - INFO - 24413040250 还需：02min
2025-11-29 18:41:24 - redrun - INFO - 24404010212 还需：03min
2025-11-29 18:42:24 - redrun - INFO - 24413040250 还需：01min
2025-11-29 18:42:24 - redrun - INFO - 24404010232 还需：02min
2025-11-29 18:42:24 - redrun - INFO - 24404010212 还需：02min
2025-11-29 18:42:24 - redrun - INFO - 24413040255 还需：01min
2025-11-29 18:42:24 - redrun - INFO - 24413040253 还需：00min
2025-11-29 18:43:17 - redrun - INFO - 24413040253 结束结果：操作成功
2025-11-29 18:43:18 - redrun - INFO - 24413040253 已记录完成信息
2025-11-29 18:43:24 - redrun - INFO - 24413040250 还需：00min
2025-11-29 18:43:24 - redrun - INFO - 24404010232 还需：01min
2025-11-29 18:43:24 - redrun - INFO - 24413040255 还需：00min
2025-11-29 18:43:24 - redrun - INFO - 24404010212 还需：01min
2025-11-29 18:43:54 - redrun - INFO - 24413040250 结束结果：操作成功
2025-11-29 18:43:55 - redrun - INFO - 24413040250 已记录完成信息
2025-11-29 18:44:22 - redrun - INFO - 24413040255 结束结果：操作成功
2025-11-29 18:44:23 - redrun - INFO - 24413040255 已记录完成信息
2025-11-29 18:44:24 - redrun - INFO - 24404010232 还需：00min
2025-11-29 18:44:24 - redrun - INFO - 24404010212 还需：00min
2025-11-29 18:44:40 - redrun - INFO - 24404010232 结束结果：操作成功
2025-11-29 18:44:41 - redrun - INFO - 24404010232 已记录完成信息
2025-11-29 18:44:42 - redrun - INFO - 24404010212 结束结果：操作成功
2025-11-29 18:44:43 - redrun - INFO - 24404010212 已记录完成信息
2025-11-29 18:44:43 - redrun - INFO - 批次处理完成
2025-11-29 18:44:43 - redrun - INFO - 开始处理批次，账号数：5
2025-11-29 18:44:44 - redrun - INFO - 24402010202 的密码错误
2025-11-29 18:44:44 - redrun - INFO - 24402010201 的密码错误
2025-11-29 18:44:44 - redrun - DEBUG - 报名请求已发送
2025-11-29 18:44:44 - redrun - DEBUG - 报名请求已发送
2025-11-29 18:44:44 - redrun - DEBUG - 报名请求已发送
2025-11-29 18:44:44 - redrun - INFO - 24404010239 还需：26min
2025-11-29 18:44:44 - redrun - INFO - 24408040115 还需：27min
2025-11-29 18:44:44 - redrun - INFO - 24404010216 还需：27min
2025-11-29 18:45:44 - redrun - INFO - 24404010239 还需：25min
2025-11-29 18:45:44 - redrun - INFO - 24408040115 还需：26min
2025-11-29 18:45:44 - redrun - INFO - 24404010216 还需：26min
2025-11-29 18:46:44 - redrun - INFO - 24404010239 还需：24min
2025-11-29 18:46:44 - redrun - INFO - 24404010216 还需：25min
2025-11-29 18:46:44 - redrun - INFO - 24408040115 还需：25min
2025-11-29 18:47:44 - redrun - INFO - 24404010239 还需：23min
2025-11-29 18:47:44 - redrun - INFO - 24404010216 还需：24min
2025-11-29 18:47:44 - redrun - INFO - 24408040115 还需：24min
2025-11-29 18:48:44 - redrun - INFO - 24404010216 还需：23min
2025-11-29 18:48:44 - redrun - INFO - 24404010239 还需：22min
2025-11-29 18:48:44 - redrun - INFO - 24408040115 还需：23min
2025-11-29 18:49:44 - redrun - INFO - 24404010216 还需：22min
2025-11-29 18:49:44 - redrun - INFO - 24404010239 还需：21min
2025-11-29 18:49:44 - redrun - INFO - 24408040115 还需：22min
2025-11-29 18:50:44 - redrun - INFO - 24404010239 还需：20min
2025-11-29 18:50:44 - redrun - INFO - 24404010216 还需：21min
2025-11-29 18:50:44 - redrun - INFO - 24408040115 还需：21min
2025-11-29 18:51:44 - redrun - INFO - 24404010239 还需：19min
2025-11-29 18:51:44 - redrun - INFO - 24404010216 还需：20min
2025-11-29 18:51:44 - redrun - INFO - 24408040115 还需：20min
2025-11-29 18:52:44 - redrun - INFO - 24404010239 还需：18min
2025-11-29 18:52:44 - redrun - INFO - 24404010216 还需：19min
2025-11-29 18:52:44 - redrun - INFO - 24408040115 还需：19min
2025-11-29 18:53:44 - redrun - INFO - 24404010239 还需：17min
2025-11-29 18:53:44 - redrun - INFO - 24404010216 还需：18min
2025-11-29 18:53:44 - redrun - INFO - 24408040115 还需：18min
2025-11-29 18:54:44 - redrun - INFO - 24404010239 还需：16min
2025-11-29 18:54:44 - redrun - INFO - 24404010216 还需：17min
2025-11-29 18:54:44 - redrun - INFO - 24408040115 还需：17min
2025-11-29 18:55:44 - redrun - INFO - 24404010239 还需：15min
2025-11-29 18:55:44 - redrun - INFO - 24404010216 还需：16min
2025-11-29 18:55:44 - redrun - INFO - 24408040115 还需：16min
2025-11-29 18:56:44 - redrun - INFO - 24404010239 还需：14min
2025-11-29 18:56:44 - redrun - INFO - 24408040115 还需：15min
2025-11-29 18:56:44 - redrun - INFO - 24404010216 还需：15min
2025-11-29 18:57:44 - redrun - INFO - 24404010239 还需：13min
2025-11-29 18:57:44 - redrun - INFO - 24408040115 还需：14min
2025-11-29 18:57:44 - redrun - INFO - 24404010216 还需：14min
2025-11-29 18:58:44 - redrun - INFO - 24404010239 还需：12min
2025-11-29 18:58:44 - redrun - INFO - 24408040115 还需：13min
2025-11-29 18:58:44 - redrun - INFO - 24404010216 还需：13min
2025-11-29 18:59:44 - redrun - INFO - 24404010239 还需：11min
2025-11-29 18:59:44 - redrun - INFO - 24408040115 还需：12min
2025-11-29 18:59:44 - redrun - INFO - 24404010216 还需：12min
2025-11-29 19:00:45 - redrun - INFO - 24404010239 还需：10min
2025-11-29 19:00:45 - redrun - INFO - 24408040115 还需：11min
2025-11-29 19:00:45 - redrun - INFO - 24404010216 还需：11min
2025-11-29 19:01:45 - redrun - INFO - 24404010239 还需：09min
2025-11-29 19:01:45 - redrun - INFO - 24408040115 还需：10min
2025-11-29 19:01:45 - redrun - INFO - 24404010216 还需：10min
2025-11-29 19:02:45 - redrun - INFO - 24404010239 还需：08min
2025-11-29 19:02:45 - redrun - INFO - 24408040115 还需：09min
2025-11-29 19:02:45 - redrun - INFO - 24404010216 还需：09min
2025-11-29 19:03:45 - redrun - INFO - 24408040115 还需：08min
2025-11-29 19:03:45 - redrun - INFO - 24404010239 还需：07min
2025-11-29 19:03:45 - redrun - INFO - 24404010216 还需：08min
2025-11-29 19:04:45 - redrun - INFO - 24404010239 还需：06min
2025-11-29 19:04:45 - redrun - INFO - 24408040115 还需：07min
2025-11-29 19:04:45 - redrun - INFO - 24404010216 还需：07min
2025-11-29 19:05:44 - redrun - INFO - 24404010239 还需：05min
2025-11-29 19:05:44 - redrun - INFO - 24404010216 还需：06min
2025-11-29 19:05:44 - redrun - INFO - 24408040115 还需：06min
2025-11-29 19:06:44 - redrun - INFO - 24404010239 还需：04min
2025-11-29 19:06:44 - redrun - INFO - 24404010216 还需：05min
2025-11-29 19:06:44 - redrun - INFO - 24408040115 还需：05min
2025-11-29 19:07:44 - redrun - INFO - 24404010239 还需：03min
2025-11-29 19:07:44 - redrun - INFO - 24408040115 还需：04min
2025-11-29 19:07:44 - redrun - INFO - 24404010216 还需：04min
2025-11-29 19:08:44 - redrun - INFO - 24404010239 还需：02min
2025-11-29 19:08:44 - redrun - INFO - 24408040115 还需：03min
2025-11-29 19:08:44 - redrun - INFO - 24404010216 还需：03min
2025-11-29 19:09:44 - redrun - INFO - 24404010239 还需：01min
2025-11-29 19:09:44 - redrun - INFO - 24404010216 还需：02min
2025-11-29 19:09:44 - redrun - INFO - 24408040115 还需：02min
2025-11-29 19:10:44 - redrun - INFO - 24404010239 还需：00min
2025-11-29 19:10:44 - redrun - INFO - 24404010216 还需：01min
2025-11-29 19:10:44 - redrun - INFO - 24408040115 还需：01min
2025-11-29 19:11:24 - redrun - INFO - 24404010239 结束结果：操作成功
2025-11-29 19:11:25 - redrun - INFO - 24404010239 已记录完成信息
2025-11-29 19:11:44 - redrun - INFO - 24408040115 还需：00min
2025-11-29 19:11:44 - redrun - INFO - 24404010216 还需：00min
2025-11-29 19:12:06 - redrun - INFO - 24404010216 结束结果：操作成功
2025-11-29 19:12:07 - redrun - INFO - 24404010216 已记录完成信息
2025-11-29 19:12:13 - redrun - INFO - 24408040115 结束结果：操作成功
2025-11-29 19:12:14 - redrun - INFO - 24408040115 已记录完成信息
2025-11-29 19:12:14 - redrun - INFO - 批次处理完成
2025-11-29 19:12:14 - redrun - INFO - 开始处理批次，账号数：5
2025-11-29 19:12:15 - redrun - DEBUG - 报名请求已发送
2025-11-29 19:12:15 - redrun - DEBUG - 报名请求已发送
2025-11-29 19:12:15 - redrun - DEBUG - 报名请求已发送
2025-11-29 19:12:15 - redrun - DEBUG - 报名请求已发送
2025-11-29 19:12:15 - redrun - DEBUG - 报名请求已发送
2025-11-29 19:12:15 - redrun - INFO - 24402010214 还需：26min
2025-11-29 19:12:15 - redrun - INFO - 24402010203 还需：26min
2025-11-29 19:12:15 - redrun - INFO - 24402010231 还需：26min
2025-11-29 19:12:15 - redrun - INFO - 24402010204 还需：27min
2025-11-29 19:12:15 - redrun - INFO - 24418010254 还需：27min
2025-11-29 19:13:15 - redrun - INFO - 24402010214 还需：25min
2025-11-29 19:13:15 - redrun - INFO - 24402010231 还需：25min
2025-11-29 19:13:15 - redrun - INFO - 24402010203 还需：25min
2025-11-29 19:13:15 - redrun - INFO - 24402010204 还需：26min
2025-11-29 19:13:15 - redrun - INFO - 24418010254 还需：26min
2025-11-29 19:14:15 - redrun - INFO - 24402010231 还需：24min
2025-11-29 19:14:15 - redrun - INFO - 24402010203 还需：24min
2025-11-29 19:14:15 - redrun - INFO - 24402010214 还需：24min
2025-11-29 19:14:15 - redrun - INFO - 24402010204 还需：25min
2025-11-29 19:14:15 - redrun - INFO - 24418010254 还需：25min
2025-11-29 19:15:15 - redrun - INFO - 24402010203 还需：23min
2025-11-29 19:15:15 - redrun - INFO - 24402010214 还需：23min
2025-11-29 19:15:15 - redrun - INFO - 24402010204 还需：24min
2025-11-29 19:15:15 - redrun - INFO - 24402010231 还需：23min
2025-11-29 19:15:15 - redrun - INFO - 24418010254 还需：24min
2025-11-29 19:16:15 - redrun - INFO - 24402010214 还需：22min
2025-11-29 19:16:15 - redrun - INFO - 24402010203 还需：22min
2025-11-29 19:16:15 - redrun - INFO - 24402010204 还需：23min
2025-11-29 19:16:15 - redrun - INFO - 24402010231 还需：22min
2025-11-29 19:16:15 - redrun - INFO - 24418010254 还需：23min
2025-11-29 19:33:45 - redrun - INFO - 开始处理批次，账号数：5
2025-11-29 19:33:45 - redrun - INFO - 24402010202 的密码错误
2025-11-29 19:33:45 - redrun - INFO - 24402010201 的密码错误
2025-11-29 19:33:45 - redrun - DEBUG - 报名请求已发送
2025-11-29 19:33:45 - redrun - DEBUG - 报名请求已发送
2025-11-29 19:33:45 - redrun - INFO - 24402010214 还需：26min
2025-11-29 19:33:45 - redrun - DEBUG - 报名请求已发送
2025-11-29 19:33:45 - redrun - INFO - 24402010204 还需：26min
2025-11-29 19:33:45 - redrun - INFO - 24402010203 还需：26min
2025-12-01 16:21:32 - redrun - INFO - 开始处理批次，账号数：5
2025-12-01 16:21:33 - redrun - INFO - 24402010202 的密码错误
2025-12-01 16:21:33 - redrun - DEBUG - 报名请求已发送
2025-12-01 16:21:33 - redrun - DEBUG - 报名请求已发送
